Time,Counts
1679697116.4198449,7
1679697126.4199827,4
1679697136.4200969,1
1679697146.4202104,2
1679697156.4203544,4
1679697166.4204657,4
1679697176.4205716,7
1679697186.420679,5
1679697196.4207916,7
1679697206.4209056,6
1679697216.4210143,5
1679697226.4211316,3
