Time,Counts
1679698653.0870564,2
1679698663.0871863,2
1679698673.0872982,1
1679698683.087408,1
1679698693.0875204,4
1679698703.0876257,2
1679698713.0877328,1
1679698723.0878384,1
1679698733.0879476,4
1679698743.0880544,3
1679698753.0881617,2
1679698763.0882719,6
