Time,Counts
1679697694.1608062,4
1679697704.16094,7
1679697714.1610532,5
1679697724.1611629,4
1679697734.1612744,7
1679697744.1613843,8
1679697754.1614985,3
1679697764.1616123,15
1679697774.1617246,6
1679697784.1618345,7
1679697794.1619465,4
1679697804.1621065,11
