Time,Counts
1679696587.7580016,13
1679696597.7581358,13
1679696607.7582498,18
1679696617.7583644,5
1679696627.7584798,10
1679696637.7585907,7
1679696647.7587147,14
1679696657.7588289,8
1679696667.758943,7
1679696677.759053,7
1679696687.7591598,13
1679696697.7592714,10
