Time,Counts
1679696161.1971703,8
1679696171.1972954,11
1679696181.1974049,13
1679696191.1975102,12
1679696201.1976137,20
1679696211.1977198,19
1679696221.197829,13
1679696231.197937,14
1679696241.1980464,9
1679696251.1981602,14
1679696261.198259,16
1679696271.198363,12
