Time,Counts
1679697828.972246,6
1679697838.9723837,5
1679697848.9724996,4
1679697858.9726121,6
1679697868.9727287,7
1679697878.9728527,3
1679697888.972972,3
1679697898.9730887,3
1679697908.9732063,2
1679697918.9733126,3
1679697928.9734187,6
1679697938.9735327,6
