Time,Counts
1679697271.4983885,5
1679697281.498518,4
1679697291.4986393,1
1679697301.4987795,6
1679697311.498957,6
1679697321.499065,4
1679697331.4991746,4
1679697341.4992833,4
1679697351.4993975,1
1679697361.499514,1
1679697371.4996252,3
1679697381.499744,4
