Time,Counts
1679696405.0146172,15
1679696415.014747,10
1679696425.0148625,14
1679696435.0150247,11
1679696445.0151336,18
1679696455.0152464,16
1679696465.015357,12
1679696475.0154665,13
1679696485.0155804,14
1679696495.0156908,16
1679696505.0158052,10
1679696515.0159185,14
