Time,Counts
1679698287.661906,4
1679698297.6620402,1
1679698307.662154,3
1679698317.662266,6
1679698327.6623783,8
1679698337.6624935,3
1679698347.662614,2
1679698357.662724,2
1679698367.6628375,11
1679698377.6629515,8
1679698387.6630635,2
1679698397.6631749,3
