Time,Counts
1679696735.760743,11
1679696745.7608845,17
1679696755.7610016,13
1679696765.761122,7
1679696775.7612443,9
1679696785.7613668,23
1679696795.761482,8
1679696805.7615972,13
1679696815.7617085,14
1679696825.7618165,10
1679696835.7619743,11
1679696845.7620828,10
