Time,Counts
1679698109.2761476,3
1679698119.2763355,7
1679698129.2764523,3
1679698139.276564,3
1679698149.2766724,9
1679698159.2767854,2
1679698169.2768939,5
1679698179.277008,5
1679698189.2771192,5
1679698199.2772298,4
1679698209.2773368,2
1679698219.277448,3
