Time,Counts
1679698803.8219578,0
1679698813.8220887,0
1679698823.8222008,1
1679698833.8223124,1
1679698843.8224244,1
1679698853.8225389,1
1679698863.8226564,2
1679698873.8227634,1
1679698883.8228748,2
1679698893.8229883,2
1679698903.8231025,1
1679698913.8232174,1
