Time,Counts
1679697530.096131,15
1679697540.096269,19
1679697550.0963924,21
1679697560.0965106,17
1679697570.0966227,13
1679697580.0967298,17
1679697590.0968401,20
1679697600.0969553,18
1679697610.097064,16
1679697620.0971775,19
1679697630.0973344,18
1679697640.0974479,17
